Dataset,Synthesizer,Repetition,Authenticity,Coherence,Column Pair Trends,Column Shapes,Coverage,Data Structure,Data Validity,Density,ImpPrecision,ImpRecall,Privacy,output_c1,output_c2,output_clsCoef,output_complex,output_density,output_f1,output_f1v,output_f2,output_f3,output_f4,output_hubs,output_l1,output_l2,output_l3,output_lsc,output_n1,output_n2,output_n3,output_n4,output_t1,output_t2,output_t3,output_t4,Output_IR,Train_IR,Test_IR,IR_Diff,class_sep,flip_y,input_c1,input_c2,input_clsCoef,input_complex,input_density,input_f1,input_f1v,input_f2,input_f3,input_f4,input_hubs,input_l1,input_l2,input_l3,input_lsc,input_n1,input_n2,input_n3,input_n4,input_t1,input_t2,input_t3,input_t4,n_classes,n_clusters_per_class,n_features,n_informative,n_redundant,n_repeated,n_samples,random_state,input_complex_cat,complex_diff
D712,TVAE,R3,0.4783582089552239,0.955,0.9085510117074054,0.9261194029850746,0.9022388059701492,1.0,1.0,0.8437313432835822,0.8873134328358209,0.9126865671641792,0.836,0.0,0.0,0.547,0.346,0.975,0.133,0.066,0.165,0.963,0.912,0.915,0.08,0.057,0.039,0.981,0.043,0.371,0.088,0.05,0.424,0.007,0.006,0.8,0.9910846953937592,0.9476744186046512,0.9411764705882352,-0.0064979480164159,2.0,0.2,0.001,0.001,0.505,0.386,0.962,0.247,0.14,0.261,0.984,0.963,0.914,0.177,0.097,0.091,0.993,0.092,0.405,0.194,0.097,0.651,0.007,0.005,0.7,2.0,2.0,10.0,2.0,2.0,0.0,2000.0,123.0,medium-high,-0.040000000000000036
D713,CART,R1,0.4194029850746268,0.989,0.9608548663522,0.9683175033921302,0.903731343283582,1.0,0.9994572591587516,0.7467164179104478,0.9470149253731344,0.9664179104477612,0.8109999999999999,0.0,0.0,0.443,0.196,0.914,0.135,0.023,0.003,0.21,0.0,0.824,0.0,0.001,0.0,0.753,0.002,0.235,0.003,0.0,0.054,0.007,0.005,0.7,0.9822485207100592,0.9940476190476192,0.9879518072289156,-0.0060958118187034,2.0,0.0,0.0,0.0,0.422,0.181,0.903,0.12,0.018,0.001,0.158,0.0,0.8,0.0,0.0,0.0,0.707,0.0,0.203,0.0,0.0,0.042,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.015000000000000013
D713,CART,R2,0.3611940298507463,0.989,0.9632448141067992,0.9706919945725916,0.9529850746268655,1.0,0.9991180461329716,0.8507462686567164,0.9738805970149254,0.9694029850746269,0.7020000000000001,0.0,0.0,0.408,0.193,0.886,0.132,0.023,0.007,0.225,0.0,0.793,0.0,0.001,0.0,0.749,0.002,0.236,0.002,0.0,0.068,0.007,0.005,0.7,0.9881305637982196,0.9940476190476192,0.9879518072289156,-0.0060958118187034,2.0,0.0,0.0,0.0,0.422,0.181,0.903,0.12,0.018,0.001,0.158,0.0,0.8,0.0,0.0,0.0,0.707,0.0,0.203,0.0,0.0,0.042,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.01200000000000001
D713,CART,R3,0.358955223880597,0.988,0.9715215818806372,0.9710312075983718,0.9582089552238806,1.0,0.99966078697422,0.8392537313432837,0.9656716417910448,0.9686567164179104,0.721,0.0,0.0,0.427,0.193,0.899,0.13,0.022,0.005,0.244,0.0,0.796,0.0,0.0,0.0,0.734,0.002,0.233,0.002,0.001,0.044,0.007,0.005,0.7,0.9881305637982196,0.9940476190476192,0.9879518072289156,-0.0060958118187034,2.0,0.0,0.0,0.0,0.422,0.181,0.903,0.12,0.018,0.001,0.158,0.0,0.8,0.0,0.0,0.0,0.707,0.0,0.203,0.0,0.0,0.042,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.01200000000000001
D713,TVAE,R1,0.6850746268656717,0.966,0.9319126117086712,0.9188602442333784,0.7402985074626866,1.0,1.0,0.5738805970149254,0.8037313432835821,0.9067164179104478,0.909,0.001,0.002,0.476,0.267,0.924,0.141,0.045,0.038,0.737,0.472,0.84,0.023,0.031,0.013,0.85,0.029,0.29,0.059,0.01,0.187,0.007,0.005,0.7,0.9448476052249636,0.9940476190476192,0.9879518072289156,-0.0060958118187034,2.0,0.0,0.0,0.0,0.422,0.181,0.903,0.12,0.018,0.001,0.158,0.0,0.8,0.0,0.0,0.0,0.707,0.0,0.203,0.0,0.0,0.042,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.08600000000000002
D713,TVAE,R2,0.691044776119403,0.963,0.9324914104144784,0.9223202170963364,0.8276119402985075,1.0,1.0,0.5492537313432837,0.7776119402985074,0.9350746268656716,0.918,0.001,0.002,0.47,0.267,0.925,0.142,0.05,0.043,0.666,0.376,0.833,0.035,0.043,0.015,0.892,0.028,0.311,0.057,0.022,0.261,0.007,0.005,0.7,0.9420289855072465,0.9940476190476192,0.9879518072289156,-0.0060958118187034,2.0,0.0,0.0,0.0,0.422,0.181,0.903,0.12,0.018,0.001,0.158,0.0,0.8,0.0,0.0,0.0,0.707,0.0,0.203,0.0,0.0,0.042,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.08600000000000002
D713,TVAE,R3,0.6738805970149254,0.962,0.9424948083765384,0.9206241519674356,0.8164179104477612,1.0,1.0,0.5691044776119404,0.8149253731343283,0.9261194029850748,0.912,0.0,0.0,0.442,0.262,0.91,0.137,0.047,0.038,0.758,0.381,0.821,0.039,0.043,0.021,0.816,0.028,0.287,0.054,0.023,0.199,0.007,0.005,0.7,0.9705882352941176,0.9940476190476192,0.9879518072289156,-0.0060958118187034,2.0,0.0,0.0,0.0,0.422,0.181,0.903,0.12,0.018,0.001,0.158,0.0,0.8,0.0,0.0,0.0,0.707,0.0,0.203,0.0,0.0,0.042,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.08100000000000002
D714,CART,R1,0.4052238805970149,0.986,0.9635100611208252,0.9695386702849388,0.9238805970149254,1.0,0.9997964721845318,0.808955223880597,0.9559701492537314,0.9694029850746269,0.8140000000000001,0.002,0.005,0.44,0.286,0.916,0.166,0.033,0.143,0.901,0.744,0.831,0.022,0.013,0.017,0.901,0.01,0.283,0.02,0.007,0.122,0.007,0.005,0.7,0.9061166429587484,0.9793205317577548,0.9642857142857144,-0.0150348174720404,2.0,0.01,0.0,0.0,0.414,0.237,0.901,0.126,0.022,0.032,0.712,0.434,0.799,0.01,0.004,0.001,0.85,0.004,0.226,0.008,0.004,0.061,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.04899999999999999
D714,CART,R2,0.3470149253731343,0.988,0.957997228405832,0.9698100407055632,0.9619402985074628,1.0,0.9992537313432835,0.859402985074627,0.9694029850746269,0.9664179104477612,0.7,0.003,0.007,0.458,0.253,0.928,0.165,0.031,0.044,0.632,0.446,0.836,0.014,0.013,0.007,0.86,0.01,0.267,0.019,0.013,0.11,0.007,0.005,0.7,0.8873239436619719,0.9793205317577548,0.9642857142857144,-0.0150348174720404,2.0,0.01,0.0,0.0,0.414,0.237,0.901,0.126,0.022,0.032,0.712,0.434,0.799,0.01,0.004,0.001,0.85,0.004,0.226,0.008,0.004,0.061,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.016000000000000014
D714,CART,R3,0.3417910447761194,0.987,0.96215088008439,0.9702170963364994,0.953731343283582,1.0,0.9994572591587516,0.8641791044776119,0.9694029850746269,0.9597014925373134,0.693,0.003,0.008,0.415,0.265,0.899,0.167,0.033,0.074,0.817,0.601,0.814,0.018,0.01,0.007,0.867,0.008,0.265,0.016,0.009,0.089,0.007,0.005,0.7,0.8820224719101124,0.9793205317577548,0.9642857142857144,-0.0150348174720404,2.0,0.01,0.0,0.0,0.414,0.237,0.901,0.126,0.022,0.032,0.712,0.434,0.799,0.01,0.004,0.001,0.85,0.004,0.226,0.008,0.004,0.061,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.028000000000000025
D714,TVAE,R1,0.6485074626865671,0.957,0.9323391079538692,0.9206919945725917,0.7343283582089553,1.0,1.0,0.596865671641791,0.8186567164179105,0.9343283582089552,0.914,0.0,0.001,0.443,0.287,0.916,0.165,0.051,0.081,0.76,0.631,0.838,0.031,0.043,0.022,0.876,0.027,0.311,0.049,0.022,0.243,0.007,0.006,0.8,0.9533527696793004,0.9793205317577548,0.9642857142857144,-0.0150348174720404,2.0,0.01,0.0,0.0,0.414,0.237,0.901,0.126,0.022,0.032,0.712,0.434,0.799,0.01,0.004,0.001,0.85,0.004,0.226,0.008,0.004,0.061,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.04999999999999999
D714,TVAE,R2,0.6380597014925373,0.961,0.9377354964102652,0.9201492537313434,0.8104477611940298,1.0,1.0,0.6,0.8246268656716418,0.9328358208955224,0.909,0.0,0.001,0.449,0.298,0.917,0.174,0.057,0.061,0.83,0.622,0.824,0.046,0.05,0.022,0.928,0.034,0.33,0.071,0.024,0.307,0.007,0.006,0.8,0.950509461426492,0.9793205317577548,0.9642857142857144,-0.0150348174720404,2.0,0.01,0.0,0.0,0.414,0.237,0.901,0.126,0.022,0.032,0.712,0.434,0.799,0.01,0.004,0.001,0.85,0.004,0.226,0.008,0.004,0.061,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.061
D714,TVAE,R3,0.6522388059701493,0.958,0.9375146122994538,0.9207598371777478,0.8007462686567164,1.0,1.0,0.5908955223880598,0.8223880597014925,0.9298507462686568,0.918,0.0,0.0,0.392,0.268,0.874,0.145,0.045,0.033,0.741,0.525,0.794,0.026,0.038,0.015,0.84,0.026,0.295,0.055,0.022,0.224,0.007,0.006,0.8,0.9822485207100592,0.9793205317577548,0.9642857142857144,-0.0150348174720404,2.0,0.01,0.0,0.0,0.414,0.237,0.901,0.126,0.022,0.032,0.712,0.434,0.799,0.01,0.004,0.001,0.85,0.004,0.226,0.008,0.004,0.061,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.031000000000000028
D715,CART,R1,0.4417910447761194,0.986,0.9655843653466116,0.9754409769335144,0.8619402985074627,1.0,0.9986431478968792,0.7171641791044776,0.942537313432836,0.9746268656716418,0.8440000000000001,0.0,0.0,0.463,0.351,0.934,0.258,0.099,0.239,0.958,0.862,0.844,0.149,0.063,0.066,0.984,0.056,0.373,0.099,0.063,0.504,0.007,0.005,0.7,0.9705882352941176,0.9676945668135096,0.981981981981982,0.0142874151684724,2.0,0.1,0.0,0.001,0.415,0.325,0.908,0.23,0.081,0.137,0.934,0.863,0.808,0.134,0.052,0.05,0.985,0.05,0.36,0.101,0.046,0.39,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,0.025999999999999968
D715,CART,R2,0.3574626865671642,0.987,0.957499701206016,0.97516960651289,0.9522388059701492,1.0,0.9987109905020352,0.8591044776119405,0.9671641791044776,0.9664179104477612,0.7,0.0,0.0,0.438,0.354,0.921,0.26,0.105,0.271,0.949,0.9,0.838,0.168,0.066,0.061,0.985,0.055,0.374,0.097,0.063,0.516,0.007,0.005,0.7,0.976401179941003,0.9676945668135096,0.981981981981982,0.0142874151684724,2.0,0.1,0.0,0.001,0.415,0.325,0.908,0.23,0.081,0.137,0.934,0.863,0.808,0.134,0.052,0.05,0.985,0.05,0.36,0.101,0.046,0.39,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,0.02899999999999997
D715,CART,R3,0.3559701492537313,0.985,0.9576723828279154,0.9738127544097692,0.964179104477612,1.0,0.998371777476255,0.8297014925373136,0.9619402985074628,0.9686567164179104,0.6940000000000001,0.0,0.0,0.465,0.356,0.938,0.265,0.103,0.236,0.967,0.922,0.855,0.158,0.069,0.078,0.988,0.05,0.376,0.098,0.073,0.472,0.007,0.005,0.7,0.9851851851851852,0.9676945668135096,0.981981981981982,0.0142874151684724,2.0,0.1,0.0,0.001,0.415,0.325,0.908,0.23,0.081,0.137,0.934,0.863,0.808,0.134,0.052,0.05,0.985,0.05,0.36,0.101,0.046,0.39,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,0.030999999999999972
D715,TVAE,R1,0.6902985074626866,0.958,0.9454031394376226,0.917774762550882,0.7559701492537313,1.0,1.0,0.5632835820895523,0.7940298507462686,0.8940298507462686,0.919,0.001,0.002,0.466,0.316,0.923,0.163,0.07,0.109,0.87,0.743,0.852,0.09,0.062,0.048,0.937,0.05,0.348,0.101,0.038,0.365,0.007,0.005,0.7,0.9448476052249636,0.9676945668135096,0.981981981981982,0.0142874151684724,2.0,0.1,0.0,0.001,0.415,0.325,0.908,0.23,0.081,0.137,0.934,0.863,0.808,0.134,0.052,0.05,0.985,0.05,0.36,0.101,0.046,0.39,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,-0.009000000000000008
D715,TVAE,R2,0.6477611940298508,0.96,0.9437742034321508,0.9171641791044776,0.8052238805970149,1.0,1.0,0.5949253731343284,0.8171641791044776,0.928358208955224,0.915,0.001,0.002,0.488,0.314,0.934,0.159,0.059,0.115,0.861,0.757,0.853,0.082,0.052,0.033,0.952,0.04,0.349,0.078,0.024,0.346,0.007,0.005,0.7,0.9448476052249636,0.9676945668135096,0.981981981981982,0.0142874151684724,2.0,0.1,0.0,0.001,0.415,0.325,0.908,0.23,0.081,0.137,0.934,0.863,0.808,0.134,0.052,0.05,0.985,0.05,0.36,0.101,0.046,0.39,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,-0.01100000000000001
D715,TVAE,R3,0.6358208955223881,0.964,0.9473698994021928,0.9154681139755766,0.8067164179104478,1.0,1.0,0.6059701492537315,0.8238805970149253,0.926865671641791,0.905,0.0,0.001,0.453,0.3,0.917,0.155,0.056,0.116,0.804,0.667,0.821,0.065,0.054,0.033,0.927,0.036,0.336,0.07,0.036,0.341,0.007,0.005,0.7,0.9648093841642228,0.9676945668135096,0.981981981981982,0.0142874151684724,2.0,0.1,0.0,0.001,0.415,0.325,0.908,0.23,0.081,0.137,0.934,0.863,0.808,0.134,0.052,0.05,0.985,0.05,0.36,0.101,0.046,0.39,0.007,0.004,0.6,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,-0.025000000000000022
D716,CART,R1,0.4067164179104477,0.989,0.9609468667123336,0.967774762550882,0.9313432835820896,1.0,0.998100407055631,0.7985074626865671,0.9686567164179104,0.9694029850746269,0.7490000000000001,0.001,0.002,0.442,0.39,0.93,0.395,0.176,0.282,0.972,0.925,0.842,0.214,0.122,0.13,0.993,0.087,0.403,0.171,0.116,0.669,0.007,0.005,0.7,0.9336219336219336,0.9225251076040172,0.8857142857142857,-0.0368108218897315,2.0,0.2,0.001,0.003,0.404,0.37,0.906,0.333,0.152,0.154,0.963,0.901,0.811,0.218,0.107,0.089,0.993,0.092,0.396,0.181,0.113,0.6,0.007,0.005,0.7,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,0.020000000000000018
D716,CART,R2,0.3641791044776119,0.988,0.962399374742484,0.9694708276797828,0.9597014925373134,1.0,0.9987788331071914,0.8585074626865672,0.9656716417910448,0.9686567164179104,0.6890000000000001,0.002,0.005,0.454,0.381,0.936,0.365,0.161,0.217,0.963,0.902,0.856,0.201,0.113,0.089,0.992,0.084,0.403,0.155,0.11,0.649,0.007,0.005,0.7,0.9061166429587484,0.9225251076040172,0.8857142857142857,-0.0368108218897315,2.0,0.2,0.001,0.003,0.404,0.37,0.906,0.333,0.152,0.154,0.963,0.901,0.811,0.218,0.107,0.089,0.993,0.092,0.396,0.181,0.113,0.6,0.007,0.005,0.7,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,0.01100000000000001
D716,CART,R3,0.3470149253731343,0.986,0.962789524409784,0.9651289009497964,0.9544776119402985,1.0,0.9985753052917232,0.8786567164179105,0.9738805970149254,0.9664179104477612,0.698,0.002,0.005,0.458,0.392,0.938,0.381,0.17,0.32,0.987,0.951,0.85,0.218,0.116,0.101,0.992,0.081,0.4,0.158,0.107,0.673,0.007,0.005,0.7,0.9088319088319088,0.9225251076040172,0.8857142857142857,-0.0368108218897315,2.0,0.2,0.001,0.003,0.404,0.37,0.906,0.333,0.152,0.154,0.963,0.901,0.811,0.218,0.107,0.089,0.993,0.092,0.396,0.181,0.113,0.6,0.007,0.005,0.7,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,0.02200000000000002
D716,TVAE,R1,0.682089552238806,0.955,0.9369304581208032,0.9509497964721844,0.8186567164179105,1.0,1.0,0.6086567164179105,0.8074626865671641,0.9201492537313432,0.916,0.002,0.005,0.489,0.305,0.938,0.153,0.055,0.101,0.895,0.738,0.852,0.038,0.045,0.027,0.937,0.03,0.329,0.063,0.027,0.271,0.007,0.005,0.7,0.9034090909090908,0.9225251076040172,0.8857142857142857,-0.0368108218897315,2.0,0.2,0.001,0.003,0.404,0.37,0.906,0.333,0.152,0.154,0.963,0.901,0.811,0.218,0.107,0.089,0.993,0.092,0.396,0.181,0.113,0.6,0.007,0.005,0.7,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,-0.065
D716,TVAE,R2,0.7022388059701492,0.959,0.9293386904370822,0.9548168249660788,0.8119402985074626,1.0,1.0,0.5771641791044776,0.7850746268656716,0.9365671641791044,0.922,0.002,0.004,0.507,0.31,0.944,0.154,0.055,0.137,0.868,0.739,0.867,0.045,0.046,0.028,0.937,0.036,0.332,0.074,0.022,0.302,0.007,0.005,0.7,0.9115549215406562,0.9225251076040172,0.8857142857142857,-0.0368108218897315,2.0,0.2,0.001,0.003,0.404,0.37,0.906,0.333,0.152,0.154,0.963,0.901,0.811,0.218,0.107,0.089,0.993,0.092,0.396,0.181,0.113,0.6,0.007,0.005,0.7,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,-0.06
D716,TVAE,R3,0.6746268656716418,0.956,0.9387256870589716,0.9528493894165536,0.8082089552238806,1.0,1.0,0.5901492537313434,0.7992537313432836,0.9343283582089552,0.907,0.001,0.002,0.477,0.308,0.93,0.16,0.053,0.134,0.911,0.78,0.847,0.046,0.043,0.022,0.915,0.033,0.328,0.07,0.036,0.266,0.007,0.005,0.7,0.9392185238784372,0.9225251076040172,0.8857142857142857,-0.0368108218897315,2.0,0.2,0.001,0.003,0.404,0.37,0.906,0.333,0.152,0.154,0.963,0.901,0.811,0.218,0.107,0.089,0.993,0.092,0.396,0.181,0.113,0.6,0.007,0.005,0.7,2.0,1.0,10.0,4.0,2.0,0.0,2000.0,123.0,medium-low,-0.062
D717,CART,R1,0.3985074626865671,0.99,0.9409441483753708,0.9739484396200816,0.9194029850746268,1.0,0.9988466757123472,0.7794029850746269,0.9395522388059702,0.9828358208955223,0.777,0.0,0.0,0.506,0.253,0.968,0.171,0.069,0.022,0.563,0.194,0.919,0.022,0.03,0.016,0.884,0.016,0.261,0.028,0.01,0.169,0.007,0.005,0.7,0.9734904270986744,0.9910846953937592,0.981981981981982,-0.0091027134117773,2.0,0.0,0.0,0.0,0.461,0.23,0.951,0.163,0.067,0.009,0.393,0.121,0.904,0.018,0.026,0.011,0.819,0.013,0.228,0.024,0.013,0.12,0.007,0.005,0.7,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.022999999999999993
D717,CART,R2,0.2925373134328358,0.988,0.9431143062716588,0.9740162822252376,0.9731343283582088,1.0,0.9991180461329716,0.9232835820895524,0.982089552238806,0.9626865671641792,0.6659999999999999,0.0,0.0,0.504,0.271,0.967,0.177,0.068,0.039,0.712,0.444,0.921,0.023,0.031,0.013,0.87,0.015,0.263,0.028,0.013,0.169,0.007,0.005,0.7,0.976401179941003,0.9910846953937592,0.981981981981982,-0.0091027134117773,2.0,0.0,0.0,0.0,0.461,0.23,0.951,0.163,0.067,0.009,0.393,0.121,0.904,0.018,0.026,0.011,0.819,0.013,0.228,0.024,0.013,0.12,0.007,0.005,0.7,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.04100000000000001
D717,CART,R3,0.3119402985074627,0.988,0.9148433329993368,0.971641791044776,0.9694029850746269,1.0,0.9988466757123472,0.904179104477612,0.9761194029850746,0.9701492537313432,0.67,0.0,0.0,0.488,0.254,0.963,0.183,0.073,0.023,0.507,0.235,0.911,0.023,0.034,0.013,0.881,0.02,0.266,0.042,0.013,0.2,0.007,0.005,0.7,0.9822485207100592,0.9910846953937592,0.981981981981982,-0.0091027134117773,2.0,0.0,0.0,0.0,0.461,0.23,0.951,0.163,0.067,0.009,0.393,0.121,0.904,0.018,0.026,0.011,0.819,0.013,0.228,0.024,0.013,0.12,0.007,0.005,0.7,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.023999999999999994
D717,TVAE,R1,0.6835820895522388,0.964,0.8791114875722656,0.9198778833107192,0.8044776119402985,1.0,1.0,0.6091044776119403,0.8022388059701493,0.8723880597014926,0.915,0.001,0.001,0.528,0.293,0.966,0.169,0.067,0.05,0.718,0.446,0.908,0.04,0.047,0.021,0.928,0.037,0.321,0.075,0.013,0.287,0.007,0.006,0.8,0.9476744186046512,0.9910846953937592,0.981981981981982,-0.0091027134117773,2.0,0.0,0.0,0.0,0.461,0.23,0.951,0.163,0.067,0.009,0.393,0.121,0.904,0.018,0.026,0.011,0.819,0.013,0.228,0.024,0.013,0.12,0.007,0.005,0.7,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.06299999999999997
D717,TVAE,R2,0.6626865671641791,0.964,0.8921234957472897,0.9120759837177748,0.8298507462686567,1.0,1.0,0.5901492537313434,0.8037313432835821,0.9097014925373136,0.932,0.004,0.01,0.551,0.305,0.972,0.173,0.07,0.065,0.737,0.568,0.914,0.039,0.048,0.024,0.921,0.04,0.323,0.084,0.022,0.334,0.007,0.006,0.8,0.8688981868898187,0.9910846953937592,0.981981981981982,-0.0091027134117773,2.0,0.0,0.0,0.0,0.461,0.23,0.951,0.163,0.067,0.009,0.393,0.121,0.904,0.018,0.026,0.011,0.819,0.013,0.228,0.024,0.013,0.12,0.007,0.005,0.7,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.07499999999999998
D717,TVAE,R3,0.6798507462686567,0.962,0.8797247101621436,0.9149253731343284,0.835820895522388,1.0,1.0,0.5585074626865673,0.7791044776119403,0.9126865671641792,0.921,0.001,0.004,0.526,0.291,0.969,0.182,0.069,0.063,0.663,0.475,0.905,0.037,0.049,0.019,0.909,0.035,0.308,0.073,0.025,0.28,0.007,0.006,0.8,0.9142857142857144,0.9910846953937592,0.981981981981982,-0.0091027134117773,2.0,0.0,0.0,0.0,0.461,0.23,0.951,0.163,0.067,0.009,0.393,0.121,0.904,0.018,0.026,0.011,0.819,0.013,0.228,0.024,0.013,0.12,0.007,0.005,0.7,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.06099999999999997
D718,CART,R1,0.408955223880597,0.987,0.9539297848812732,0.9720488466757125,0.905223880597015,1.0,0.9987109905020354,0.7458208955223882,0.9343283582089552,0.971641791044776,0.785,0.002,0.005,0.493,0.31,0.964,0.191,0.081,0.161,0.922,0.812,0.882,0.047,0.048,0.028,0.919,0.024,0.272,0.042,0.023,0.198,0.007,0.005,0.7,0.9061166429587484,0.9364161849710982,0.9020172910662824,-0.0343988939048158,2.0,0.01,0.001,0.002,0.478,0.282,0.957,0.166,0.072,0.079,0.831,0.65,0.872,0.038,0.035,0.014,0.918,0.015,0.249,0.028,0.013,0.181,0.007,0.004,0.6,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.028000000000000025
D718,CART,R2,0.3186567164179104,0.985,0.9444050125503944,0.9719131614654,0.967910447761194,1.0,0.9987788331071914,0.9104477611940298,0.9686567164179104,0.9559701492537314,0.664,0.001,0.003,0.476,0.307,0.958,0.189,0.08,0.154,0.916,0.798,0.844,0.051,0.048,0.025,0.916,0.021,0.297,0.037,0.019,0.214,0.007,0.005,0.7,0.9197707736389684,0.9364161849710982,0.9020172910662824,-0.0343988939048158,2.0,0.01,0.001,0.002,0.478,0.282,0.957,0.166,0.072,0.079,0.831,0.65,0.872,0.038,0.035,0.014,0.918,0.015,0.249,0.028,0.013,0.181,0.007,0.004,0.6,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.025000000000000022
D718,CART,R3,0.3104477611940298,0.988,0.9471931159421656,0.9683853459972864,0.9708955223880597,1.0,0.9989823609226596,0.9158208955223882,0.9753731343283584,0.9619402985074628,0.6629999999999999,0.001,0.003,0.506,0.31,0.969,0.184,0.08,0.122,0.88,0.77,0.923,0.047,0.049,0.031,0.924,0.024,0.299,0.045,0.021,0.219,0.007,0.005,0.7,0.9280575539568344,0.9364161849710982,0.9020172910662824,-0.0343988939048158,2.0,0.01,0.001,0.002,0.478,0.282,0.957,0.166,0.072,0.079,0.831,0.65,0.872,0.038,0.035,0.014,0.918,0.015,0.249,0.028,0.013,0.181,0.007,0.004,0.6,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.028000000000000025
D718,TVAE,R1,0.6567164179104478,0.969,0.8781544404486438,0.91078697421981,0.7955223880597015,1.0,1.0,0.6037313432835821,0.7910447761194029,0.8865671641791045,0.91,0.005,0.015,0.562,0.306,0.976,0.168,0.07,0.067,0.772,0.553,0.9,0.047,0.057,0.029,0.898,0.049,0.309,0.096,0.025,0.316,0.007,0.006,0.8,0.8406593406593407,0.9364161849710982,0.9020172910662824,-0.0343988939048158,2.0,0.01,0.001,0.002,0.478,0.282,0.957,0.166,0.072,0.079,0.831,0.65,0.872,0.038,0.035,0.014,0.918,0.015,0.249,0.028,0.013,0.181,0.007,0.004,0.6,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.02400000000000002
D718,TVAE,R2,0.6485074626865671,0.97,0.905683027977402,0.912754409769335,0.8276119402985075,1.0,1.0,0.5777611940298508,0.7798507462686567,0.903731343283582,0.902,0.008,0.021,0.538,0.287,0.974,0.18,0.07,0.057,0.551,0.451,0.921,0.045,0.055,0.016,0.891,0.042,0.301,0.083,0.03,0.272,0.007,0.006,0.8,0.8132611637347767,0.9364161849710982,0.9020172910662824,-0.0343988939048158,2.0,0.01,0.001,0.002,0.478,0.282,0.957,0.166,0.072,0.079,0.831,0.65,0.872,0.038,0.035,0.014,0.918,0.015,0.249,0.028,0.013,0.181,0.007,0.004,0.6,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.0050000000000000044
D718,TVAE,R3,0.6462686567164179,0.968,0.8941081527794671,0.919538670284939,0.8514925373134329,1.0,1.0,0.5788059701492538,0.7932835820895522,0.9059701492537312,0.902,0.006,0.018,0.532,0.296,0.969,0.176,0.071,0.081,0.634,0.522,0.906,0.042,0.052,0.025,0.906,0.034,0.304,0.063,0.021,0.336,0.007,0.006,0.8,0.8281036834924966,0.9364161849710982,0.9020172910662824,-0.0343988939048158,2.0,0.01,0.001,0.002,0.478,0.282,0.957,0.166,0.072,0.079,0.831,0.65,0.872,0.038,0.035,0.014,0.918,0.015,0.249,0.028,0.013,0.181,0.007,0.004,0.6,2.0,2.0,10.0,4.0,2.0,0.0,2000.0,123.0,low,0.014000000000000012
